Bajirao Mastani,2015,"Action, Drama, History",7.2,9,30220,(2015)
Wazir,2016,"Action, Crime, Drama",7.1,9,16643,(I) (2016)
Forrest Gump,1994,"Drama, Romance",8.8,10,1731298,(1994)
Up,2009,"Animation, Adventure, Comedy",8.2,10,900500,(2009)
3 Idiots,2009,"Comedy, Drama",8.4,10,325586,(2009)
Catch Me If You Can,2002,"Biography, Crime, Drama",8.1,9,784946,(2002)
Piku,2015,"Comedy, Drama",7.6,9,27331,(2015)
The Proposal,2009,"Comedy, Drama, Romance",6.7,9,286242,(I) (2009)
The Man in the High Castle,2015,"Drama, Sci-Fi, Thriller",8,9,79840,(2015–2019)
Star Wars: Episode VII - The Force Awakens,2015,"Action, Adventure, Sci-Fi",7.9,9,838409,(2015)
On Air with AIB,2015,Comedy,8.2,8,1451,(2015– )
Hotel Transylvania 2,2015,"Animation, Comedy, Family",6.7,7,101741,(2015)
Hotel Transylvania,2012,"Animation, Comedy, Family",7.1,8,216017,(2012)
Survivor,2015,"Action, Crime, Thriller",5.6,7,30241,(I) (2015)
Going Clear: Scientology & the Prison of Belief,2015,Documentary,8,9,35920,(2015)
Burnt,2015,"Comedy, Drama",6.6,8,102292,(I) (2015)
Easy A,2010,"Comedy, Drama, Romance",7.1,8,346626,(2010)
The Good Dinosaur,2015,"Animation, Adventure, Comedy",6.7,8,97902,(2015)
The Terminator,1984,"Action, Sci-Fi",8,8,775485,(1984)
Kai po che!,2013,"Drama, Sport",7.6,9,25863,(2013)
Tere Bin Laden,2010,"Comedy, Drama",7.2,8,9988,(2010)
Yeh Jawaani Hai Deewani,2013,"Drama, Musical, Romance",7.1,7,36533,(2013)
Spectre,2015,"Action, Adventure, Thriller",6.8,8,372423,(I) (2015)
Pixels,2015,"Action, Comedy, Fantasy",5.5,7,127189,(2015)
Baby,2015,"Action, Thriller",8,9,50959,(I) (2015)
Talvar,2015,"Crime, Drama, Mystery",8.2,10,28834,(2015)
Drishyam,2015,"Crime, Drama, Mystery",8.2,10,63275,(2015)
The Martian,2015,"Adventure, Drama, Sci-Fi",8,10,730625,(2015)
Kingsman: The Secret Service,2014,"Action, Adventure, Comedy",7.7,9,573462,(2014)
Star Wars: Episode III - Revenge of the Sith,2005,"Action, Adventure, Fantasy",7.5,10,687307,(2005)
Star Wars: Episode VI - Return of the Jedi,1983,"Action, Adventure, Fantasy",8.3,9,918221,(1983)
Star Wars: Episode II - Attack of the Clones,2002,"Action, Adventure, Fantasy",6.5,8,619165,(2002)
Star Wars: Episode V - The Empire Strikes Back,1980,"Action, Adventure, Fantasy",8.7,8,1119798,(1980)
Star Wars: Episode IV - A New Hope,1977,"Action, Adventure, Fantasy",8.6,9,1192290,(1977)
Jolly LLB,2013,"Comedy, Drama",7.5,9,16195,(2013)
Valkyrie,2008,"Drama, History, Thriller",7.1,9,222755,(2008)
Die Another Day,2002,"Action, Adventure, Thriller",6.1,9,199874,(2002)
Terminator 3: Rise of the Machines,2003,"Action, Sci-Fi",6.3,8,368813,(2003)
22 Jump Street,2014,"Action, Comedy, Crime",7,8,335865,(2014)
Mission: Impossible II,2000,"Action, Adventure, Thriller",6.1,9,304780,(2000)
Slumdog Millionaire,2008,"Drama, Romance",8,8,780033,(2008)
"Carry On, Munna Bhai",2006,"Comedy, Drama, Romance",8.1,10,41181,(2006)
The Intern,2015,"Comedy, Drama",7.1,9,208276,(I) (2015)
The Hunger Games: Mockingjay - Part 2,2015,"Action, Adventure, Sci-Fi",6.5,9,272807,(2015)
Maze Runner: The Scorch Trials,2015,"Action, Adventure, Sci-Fi",6.3,9,213428,(2015)
Hitman: Agent 47,2015,"Action, Crime, Thriller",5.7,8,83610,(2015)
Ant-Man,2015,"Action, Adventure, Comedy",7.3,8,545825,(2015)
Fargo,2014,"Crime, Drama, Thriller",8.9,10,302362,(2014– )
Jessica Jones,2015,"Action, Crime, Drama",8,9,186859,(2015–2019)
Friends,1994,"Comedy, Romance",8.9,10,764921,(1994–2004)
Narcos,2015,"Biography, Crime, Drama",8.8,10,332559,(2015–2017)
About Time,2013,"Comedy, Drama, Fantasy",7.8,8,285440,(I) (2013)
Twilight,2008,"Drama, Fantasy, Romance",5.2,9,411565,(I) (2008)
WALL·E,2008,"Animation, Adventure, Family",8.4,10,963269,(2008)
Million Dollar Arm,2014,"Biography, Drama, Sport",7,9,42451,(2014)
This Is Where I Leave You,2014,"Comedy, Drama",6.6,7,69385,(2014)
Insidious: Chapter 3,2015,"Horror, Mystery, Thriller",6.1,7,89383,(2015)
Terminator Genisys,2015,"Action, Adventure, Sci-Fi",6.4,5,252118,(2015)
Fifty Shades of Grey,2015,"Drama, Romance, Thriller",4.1,6,290583,(2015)
Avengers: Age of Ultron,2015,"Action, Adventure, Sci-Fi",7.3,7,713962,(2015)
Insurgent,2015,"Action, Adventure, Sci-Fi",6.2,7,210581,(2015)
Mission: Impossible - Rogue Nation,2015,"Action, Adventure, Thriller",7.4,8,330495,(2015)
Jurassic World,2015,"Action, Adventure, Sci-Fi",7,8,564063,(2015)
Minions,2015,"Animation, Adventure, Comedy",6.4,8,205482,(2015)
Mad Max: Fury Road,2015,"Action, Adventure, Sci-Fi",8.1,9,842241,(2015)
Lagaan: Once Upon a Time in India,2001,"Adventure, Drama, Musical",8.1,10,100705,(2001)
Kick-Ass 2,2013,"Action, Comedy, Crime",6.5,8,249037,(2013)
Pirates of the Caribbean: Dead Man's Chest,2006,"Action, Adventure, Fantasy",7.3,8,638703,(2006)
Dil Chahta Hai,2001,"Comedy, Drama, Romance",8.1,9,64364,(2001)
Serendipity,2001,"Comedy, Romance",6.9,9,101362,(2001)
Begin Again,2013,"Comedy, Drama, Music",7.4,8,137614,(II) (2013)
A Very Harold & Kumar Christmas,2011,"Adventure, Comedy",6.3,8,64180,(2011)
Daredevil,2015,"Action, Crime, Drama",8.6,9,348952,(2015–2018)
Scandal,2012,"Drama, Thriller",7.7,9,65631,(2012–2018)
The Babadook,2014,"Drama, Horror",6.8,7,187389,(2014)
The Maze Runner,2014,"Action, Mystery, Sci-Fi",6.8,7,404964,(2014)
Furious 7,2015,"Action, Adventure, Thriller",7.2,8,350187,(2015)
Focus,2015,"Comedy, Crime, Drama",6.6,9,208299,(II) (2015)
D-Day,2013,"Action, Thriller",7.2,9,8966,(I) (2013)
Exodus: Gods and Kings,2014,"Action, Drama, Fantasy",6,7,156297,(2014)
12 Monkeys,1995,"Mystery, Sci-Fi, Thriller",8,8,563106,(1995)
Whiplash,2014,"Drama, Music",8.5,9,677627,(2014)
The Hunger Games: Mockingjay - Part 1,2014,"Action, Adventure, Sci-Fi",6.6,9,399756,(2014)
Citizenfour,2014,"Documentary, Biography, News",8,9,50709,(2014)
The Fast and the Furious,2001,"Action, Crime, Thriller",6.8,8,337151,(2001)
Body of Lies,2008,"Action, Drama, Thriller",7.1,9,208224,(2008)
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Comedy,7.3,7,343791,(2006)
Paan Singh Tomar,2012,"Action, Biography, Crime",8.2,9,31563,(2012)
The Day After Tomorrow,2004,"Action, Adventure, Sci-Fi",6.4,8,404817,(2004)
A Wednesday,2008,"Crime, Drama, Mystery",8.1,10,71584,(2008)
Hulk,2003,"Action, Sci-Fi",5.6,8,247083,(2003)
Rang De Basanti,2006,"Comedy, Drama",8.2,9,106955,(2006)
Constantine,2005,"Action, Fantasy, Horror",7,7,294879,(2005)
Hancock,2008,"Action, Fantasy",6.4,8,433045,(2008)
Agent Carter,2015,"Action, Adventure, Sci-Fi",7.9,9,70298,(2015–2016)
The Bourne Legacy,2012,"Action, Adventure, Thriller",6.7,8,278361,(2012)
Fast & Furious,2009,"Action, Thriller",6.6,9,255040,(2009)
Casino Royale,2006,"Action, Adventure, Thriller",8,9,564798,(2006)
Jab We Met,2007,"Comedy, Drama, Romance",7.9,9,45426,(2007)
Minority Report,2002,"Action, Crime, Mystery",7.6,9,492805,(2002)
Children of Men,2006,"Drama, Sci-Fi, Thriller",7.9,9,449490,(2006)
A Million Ways to Die in the West,2014,"Comedy, Western",6.1,8,167170,(2014)
Predestination,2014,"Action, Adventure, Drama",7.5,7,241443,(I) (2014)
The Dictator,2012,Comedy,6.4,8,264609,(2012)
The Theory of Everything,2014,"Biography, Drama, Romance",7.7,9,385293,(2014)
Dying of the Light,2014,"Action, Drama, Thriller",4.4,7,9398,(2014)
Jerry Maguire,1996,"Comedy, Drama, Romance",7.3,10,234002,(1996)
The Imitation Game,2014,"Biography, Drama, Thriller",8,10,658458,(2014)
John Wick,2014,"Action, Crime, Thriller",7.4,7,510525,(2014)
Interstellar,2014,"Adventure, Drama, Sci-Fi",8.6,10,1419174,(2014)
Taken 3,2014,"Action, Thriller",6,6,173915,(2014)
Big Hero 6,2014,"Animation, Action, Adventure",7.8,10,395986,(2014)
G.I. Joe: Retaliation,2013,"Action, Adventure, Sci-Fi",5.8,8,170197,(2013)
Munna Bhai M.B.B.S.,2003,"Comedy, Drama, Musical",8.1,10,70273,(2003)
Angels & Demons,2009,"Action, Mystery, Thriller",6.7,9,265245,(2009)
Men in Black 3,2012,"Action, Adventure, Comedy",6.8,8,326510,(2012)
American Sniper,2014,"Action, Biography, Drama",7.3,8,424070,(2014)
Talaash,2012,"Crime, Drama, Mystery",7.2,8,38011,(2012)
Madras Cafe,2013,"Action, Drama, Thriller",7.7,9,22054,(2013)
Vicky Donor,2012,"Comedy, Romance",7.8,8,37994,(2012)
Heroes,2006,Drama,7.5,8,8336,(I) (2006– )
Black Hawk Down,2001,"Drama, History, War",7.7,8,354844,(2001)
She's the Man,2006,"Comedy, Romance, Sport",6.3,8,142325,(2006)
Tomorrow Never Dies,1997,"Action, Adventure, Thriller",6.5,9,176352,(1997)
Bhaag Milkha Bhaag,2013,"Biography, Drama, Sport",8.2,9,58301,(2013)
2 States,2014,"Comedy, Drama, Romance",6.9,9,22635,(2014)
Speed,1994,"Action, Adventure, Thriller",7.2,9,318442,(1994)
The Social Network,2010,"Biography, Drama",7.7,8,600345,(2010)
The Da Vinci Code,2006,"Mystery, Thriller",6.6,9,389221,(2006)
Knight and Day,2010,"Action, Adventure, Comedy",6.3,7,175714,(2010)
Jurassic Park,1993,"Action, Adventure, Sci-Fi",8.1,8,831541,(1993)
The Usual Suspects,1995,"Crime, Mystery, Thriller",8.5,10,957163,(1995)
The Girl with the Dragon Tattoo,2011,"Crime, Drama, Mystery",7.8,9,407123,(2011)
Mardaani,2014,"Action, Crime, Drama",7.3,8,10995,(2014)
Holiday,2014,"Action, Thriller",7.2,8,24544,(2014)
Barfi!,2012,"Comedy, Drama, Romance",8.1,9,72807,(2012)
G.I. Joe: The Rise of Cobra,2009,"Action, Adventure, Sci-Fi",5.8,7,195828,(2009)
Queen,2013,"Adventure, Comedy, Drama",8.2,9,58159,(2013)
The Grudge,2004,"Horror, Mystery, Thriller",5.9,8,136393,(2004)
The Tourist,2010,"Action, Adventure, Crime",6,8,217500,(I) (2010)
Highway,2014,"Crime, Drama, Romance",7.7,9,25084,(I) (2014)
Men in Black,1997,"Action, Adventure, Comedy",7.3,8,502018,(1997)
Kick-Ass,2010,"Action, Comedy, Crime",7.6,8,514481,(2010)
The Last Samurai,2003,"Action, Drama, War",7.7,9,387524,(2003)
Teenage Mutant Ninja Turtles,2014,"Action, Adventure, Comedy",5.8,6,197249,(2014)
Men in Black II,2002,"Action, Adventure, Comedy",6.2,7,333553,(2002)
Zombieland,2009,"Adventure, Comedy, Fantasy",7.6,8,505164,(2009)
King Kong,2005,"Action, Adventure, Drama",7.2,9,381324,(2005)
Hasee Toh Phasee,2014,"Comedy, Romance",6.8,8,13009,(2014)
I Am Number Four,2011,"Action, Adventure, Sci-Fi",6.1,8,223782,(2011)
The Hangover,2009,Comedy,7.7,9,699574,(2009)
Prince of Persia: The Sands of Time,2010,"Action, Adventure, Fantasy",6.6,8,265708,(2010)
Spider-Man 2,2004,"Action, Adventure, Sci-Fi",7.3,9,527182,(2004)
The Incredible Hulk,2008,"Action, Adventure, Sci-Fi",6.7,8,422265,(2008)
Sherlock Holmes: A Game of Shadows,2011,"Action, Adventure, Mystery",7.5,9,410301,(2011)
Sinister,2012,"Horror, Mystery, Thriller",6.8,10,210704,(I) (2012)
X-Men,2000,"Action, Adventure, Sci-Fi",7.4,9,557577,(2000)
Paranormal Activity 4,2012,"Horror, Mystery, Thriller",4.6,8,60691,(2012)
The Hangover Part III,2013,"Comedy, Crime",5.8,7,285209,(2013)
No Strings Attached,2011,"Comedy, Romance",6.2,9,207348,(I) (2011)
RED,2010,"Action, Comedy, Crime",7,7,281400,(2010)
The Incredibles,2004,"Animation, Action, Adventure",8,9,636451,(2004)
Thor,2011,"Action, Adventure, Fantasy",7,9,723717,(2011)
Tangled,2010,"Animation, Adventure, Comedy",7.7,10,391287,(2010)
Ted,2012,Comedy,6.9,9,557799,(2012)
Ice Age: The Meltdown,2006,"Animation, Adventure, Comedy",6.8,9,248439,(2006)
The Twilight Saga: New Moon,2009,"Adventure, Drama, Fantasy",4.7,8,258012,(2009)
Gone Girl,2014,"Drama, Mystery, Thriller",8.1,10,819985,(2014)
Fury,2014,"Action, Drama, War",7.6,10,409496,(2014)
Sex Tape,2014,"Comedy, Romance",5.1,7,104952,(2014)
REC,2007,"Action, Adventure, Horror",7.4,9,160553,(2007)
The Hobbit: The Battle of the Five Armies,2014,"Adventure, Fantasy",7.4,8,459699,(2014)
Gotham,2014,"Action, Crime, Drama",7.8,9,205576,(2014–2019)
Annabelle,2014,"Horror, Mystery, Thriller",5.4,8,134864,(I) (2014)
Lucy,2014,"Action, Sci-Fi, Thriller",6.4,8,428393,(I) (2014)
Shark Tank,2009,"Family, Reality-TV",7.6,9,8250,(2009– )
Agents of S.H.I.E.L.D.,2013,"Action, Adventure, Drama",7.5,8,190671,(2013– )
Game of Thrones,2011,"Action, Adventure, Drama",9.3,10,1678521,(2011–2019)
Pulp Fiction,1994,"Crime, Drama",8.9,8,1758391,(1994)
Lost,2004,"Adventure, Drama, Fantasy",8.3,8,476606,(2004–2010)
Madagascar 3: Europe's Most Wanted,2012,"Animation, Adventure, Comedy",6.8,9,156965,(2012)
Insidious,2010,"Horror, Mystery, Thriller",6.8,8,268551,(I) (2010)
Spider-Man 3,2007,"Action, Adventure, Sci-Fi",6.2,8,484749,(2007)
Die Hard 2,1990,"Action, Thriller",7.2,8,326850,(1990)
The Fault in Our Stars,2014,"Drama, Romance",7.7,9,332657,(2014)
Guardians of the Galaxy,2014,"Action, Adventure, Comedy",8,9,1013507,(2014)
Kick,2014,"Action, Comedy",5.3,5,22997,(2014)
Divergent,2014,"Action, Adventure, Mystery",6.7,8,414958,(2014)
Objectified,2009,Documentary,7.1,7,3432,(2009)
Transformers: Age of Extinction,2014,"Action, Adventure, Sci-Fi",5.6,8,292701,(2014)
Edge of Tomorrow,2014,"Action, Adventure, Sci-Fi",7.9,9,578780,(2014)
Noah,2014,"Action, Adventure, Drama",5.8,7,238060,(2014)
The Bride of Humpty Sharma,2014,"Comedy, Drama, Romance",6,8,10510,(2014)
Kill Bill: Vol. 2,2004,"Action, Crime, Thriller",8,9,660118,(2004)
Kill Bill: Vol. 1,2003,"Action, Crime, Thriller",8.1,9,965462,(2003)
Orange Is the New Black,2013,"Comedy, Crime, Drama",8.1,8,271998,(2013–2019)
Halt and Catch Fire,2014,Drama,8.4,8,26372,(2014–2017)
Scrubs,2001,"Comedy, Drama",8.3,10,231217,(2001–2010)
How to Train Your Dragon 2,2014,"Animation, Action, Adventure",7.8,8,295241,(2014)
Transcendence,2014,"Action, Drama, Sci-Fi",6.3,8,211908,(I) (2014)
Transformers: Revenge of the Fallen,2009,"Action, Adventure, Sci-Fi",6,10,376731,(2009)
X-Men: The Last Stand,2006,"Action, Adventure, Sci-Fi",6.7,9,471848,(2006)
Transformers,2007,"Action, Adventure, Sci-Fi",7,10,585305,(2007)
Ek Villain,2014,"Action, Drama, Thriller",6.5,9,15630,(2014)
Dallas Buyers Club,2013,"Biography, Drama",8,9,424723,(2013)
Enemy of the State,1998,"Action, Thriller",7.3,9,221953,(1998)
Paranoia,2013,"Drama, Thriller",5.7,8,34268,(I) (2013)
The Italian Job,2003,"Action, Crime, Thriller",7,8,334375,(2003)
We're the Millers,2013,"Comedy, Crime",7,7,390509,(2013)
American Beauty,1999,Drama,8.3,9,1038833,(1999)
"Crazy, Stupid, Love.",2011,"Comedy, Drama, Romance",7.4,8,457863,(2011)
Remember Me,2010,"Drama, Romance",7.1,8,134163,(I) (2010)
The Notebook,2004,"Drama, Romance",7.8,10,501447,(2004)
Apocalypto,2006,"Action, Adventure, Drama",7.8,7,282477,(2006)
Oblivion,2013,"Action, Adventure, Sci-Fi",7,8,472808,(I) (2013)
Da Vinci's Demons,2013,"Adventure, Biography, Drama",8.5,9,1111,(2013–2015)
The Hunger Games,2012,"Action, Adventure, Sci-Fi",7.2,9,823155,(2012)
Batman Begins,2005,"Action, Adventure",8.2,9,1263146,(2005)
28 Days Later...,2002,"Drama, Horror, Sci-Fi",7.6,7,365796,(2002)
Ice Age: Dawn of the Dinosaurs,2009,"Animation, Adventure, Comedy",6.9,8,216394,(2009)
Fantastic 4: Rise of the Silver Surfer,2007,"Action, Adventure, Family",5.6,8,246063,(2007)
Gladiator,2000,"Action, Adventure, Drama",8.5,10,1291266,(2000)
X-Men: Days of Future Past,2014,"Action, Adventure, Sci-Fi",8,9,645314,(2014)
X2: X-Men United,2003,"Action, Sci-Fi, Thriller",7.4,8,500226,(2003)
Madagascar,2005,"Animation, Adventure, Comedy",6.9,8,353683,(2005)
[Rec] 2,2009,"Action, Adventure, Horror",6.5,9,66949,(2009)
Due Date,2010,"Comedy, Drama",6.5,8,315911,(2010)
Fast Five,2011,"Action, Adventure, Crime",7.3,8,344124,(2011)
The Hangover Part II,2011,Comedy,6.4,7,452073,(2011)
47 Ronin,2013,"Action, Drama, Fantasy",6.3,8,142162,(2013)
Wrath of the Titans,2012,"Action, Adventure, Fantasy",5.7,8,178146,(2012)
Poseidon,2006,"Action, Adventure, Thriller",5.7,7,95743,(2006)
Predators,2010,"Action, Adventure, Sci-Fi",6.4,7,207193,(2010)
12 Years a Slave,2013,"Biography, Drama, History",8.1,7,615739,(2013)
The Mist,2007,"Horror, Sci-Fi",7.1,8,273154,(2007)
Ice Age: Continental Drift,2012,"Animation, Adventure, Comedy",6.6,9,185657,(2012)
The A-Team,2010,"Action, Adventure, Thriller",6.7,8,241800,(2010)
The Exorcist,1973,Horror,8,7,350643,(1973)
Paranormal Activity: The Marked Ones,2014,"Horror, Mystery, Thriller",5,7,38786,(2014)
The Girl with the Dragon Tattoo,2009,"Crime, Drama, Mystery",7.8,10,204673,(2009)
Silver Linings Playbook,2012,"Comedy, Drama, Romance",7.7,8,645556,(2012)
Ice Age,2002,"Animation, Adventure, Comedy",7.5,9,427007,(2002)
Quantum of Solace,2008,"Action, Adventure, Thriller",6.6,8,394269,(2008)
Pacific Rim,2013,"Action, Adventure, Sci-Fi",6.9,9,456960,(2013)
Underworld: Evolution,2006,"Action, Fantasy, Sci-Fi",6.7,7,186017,(2006)
The Hunger Games: Catching Fire,2013,"Action, Adventure, Mystery",7.5,9,597823,(2013)
Terminator Salvation,2009,"Action, Adventure, Sci-Fi",6.5,9,336506,(2009)
Friends with Benefits,2011,"Comedy, Romance",6.5,8,331019,(2011)
The Amazing Spider-Man,2012,"Action, Adventure, Sci-Fi",6.9,8,546171,(2012)
The Croods,2013,"Animation, Action, Adventure",7.2,9,184835,(2013)
28 Weeks Later,2007,"Horror, Sci-Fi",7,7,252816,(2007)
The Transporter,2002,"Action, Crime, Thriller",6.8,7,279252,(2002)
Terminator 2: Judgment Day,1991,"Action, Sci-Fi",8.5,10,964193,(1991)
Monsters vs. Aliens,2009,"Animation, Action, Adventure",6.4,7,142798,(2009)
How the Universe Works,2010,Documentary,9,10,5101,(2010– )
Skyfall,2012,"Action, Adventure, Thriller",7.7,8,615736,(2012)
Hellboy II: The Golden Army,2008,"Action, Adventure, Fantasy",7,7,250874,(2008)
Fantastic Four,2005,"Action, Adventure, Family",5.7,8,305774,(I) (2005)
Rise of the Planet of the Apes,2011,"Action, Drama, Sci-Fi",7.6,8,487353,(2011)
Predator,1987,"Action, Adventure, Sci-Fi",7.8,8,360910,(1987)
Madagascar: Escape 2 Africa,2008,"Animation, Adventure, Comedy",6.6,8,197399,(2008)
Sherlock Holmes,2009,"Action, Adventure, Mystery",7.6,9,569617,(2009)
Die Hard with a Vengeance,1995,"Action, Adventure, Thriller",7.6,8,354277,(1995)
The Hobbit: An Unexpected Journey,2012,"Adventure, Family, Fantasy",7.8,9,741235,(2012)
One Hundred and One Dalmatians,1961,"Animation, Adventure, Comedy",7.2,9,147229,(1961)
"I, Frankenstein",2014,"Action, Fantasy, Sci-Fi",5.1,7,77078,(2014)
Silicon Valley,2014,Comedy,8.5,9,119124,(2014–2019)
Grave Encounters 2,2012,"Action, Adventure, Fantasy",5.1,7,22197,(2012)
Godzilla,2014,"Action, Adventure, Sci-Fi",6.4,8,367257,(2014)
Blood Diamond,2006,"Adventure, Drama, Thriller",8,9,484454,(2006)
Captain America: The Winter Soldier,2014,"Action, Adventure, Sci-Fi",7.7,10,711052,(2014)
500 Days of Summer,2009,"Comedy, Drama, Romance",7.7,8,459928,(2009)
Inside Job,2010,"Documentary, Crime",8.2,10,67702,(2010)
The Amazing Spider-Man 2,2014,"Action, Adventure, Sci-Fi",6.6,9,405994,(2014)
Grave Encounters,2011,"Adventure, Fantasy, Horror",6.1,8,50738,(2011)
Evil Dead,2013,"Fantasy, Horror, Thriller",6.5,6,152582,(2013)
Paranormal Activity 3,2011,"Horror, Mystery, Thriller",5.8,7,88294,(2011)
Transformers: Dark of the Moon,2011,"Action, Adventure, Sci-Fi",6.2,9,377550,(2011)
Kung Fu Panda 2,2011,"Animation, Action, Adventure",7.2,8,243960,(2011)
In Time,2011,"Action, Sci-Fi, Thriller",6.7,8,360226,(2011)
Monsters University,2013,"Animation, Adventure, Comedy",7.3,9,310414,(2013)
Spider-Man,2002,"Action, Adventure, Sci-Fi",7.3,9,669340,(2002)
RoboCop,2014,"Action, Crime, Sci-Fi",6.1,7,212189,(2014)
Mission: Impossible III,2006,"Action, Adventure, Thriller",6.9,9,320687,(2006)
Insidious: Chapter 2,2013,"Horror, Mystery, Thriller",6.6,7,149590,(2013)
300: Rise of an Empire,2014,"Action, Drama",6.2,8,274365,(2014)
Donnie Darko,2001,"Drama, Mystery, Sci-Fi",8,8,722537,(2001)
The Hobbit: The Desolation of Smaug,2013,"Adventure, Fantasy",7.8,9,586383,(2013)
Frozen,2013,"Animation, Adventure, Comedy",7.4,9,554990,(I) (2013)
The Mummy,1999,"Action, Adventure, Fantasy",7,7,380832,(1999)
The Twilight Saga: Breaking Dawn - Part 2,2012,"Adventure, Drama, Fantasy",5.5,7,223977,(2012)
Mission: Impossible - Ghost Protocol,2011,"Action, Adventure, Thriller",7.4,8,445287,(2011)
Thor: The Dark World,2013,"Action, Adventure, Fantasy",6.9,8,575782,(2013)
Cloudy with a Chance of Meatballs 2,2013,"Animation, Adventure, Comedy",6.4,7,86749,(2013)
Shooter,2007,"Action, Drama, Thriller",7.2,8,302818,(I) (2007)
Gone in 60 Seconds,2000,"Action, Crime, Thriller",6.5,8,254689,(2000)
The Wolf of Wall Street,2013,"Biography, Crime, Drama",8.2,9,1118632,(2013)
John Carter,2012,"Action, Adventure, Sci-Fi",6.6,7,250168,(2012)
The Devil Wears Prada,2006,"Comedy, Drama",6.9,9,358011,(2006)
X-Men Origins: Wolverine,2009,"Action, Adventure, Sci-Fi",6.6,7,456035,(2009)
Avatar,2009,"Action, Adventure, Fantasy",7.8,10,1092739,(2009)
The Darkest Hour,2011,"Action, Adventure, Horror",4.9,7,56729,(2011)
Kung Fu Panda,2008,"Animation, Action, Adventure",7.5,9,404785,(2008)
A Beautiful Mind,2001,"Biography, Drama",8.2,9,817730,(2001)
Iron Man,2008,"Action, Adventure, Sci-Fi",7.9,9,912177,(2008)
Despicable Me 2,2013,"Animation, Adventure, Comedy",7.3,8,360066,(2013)
Captain Phillips,2013,"Biography, Crime, Drama",7.8,9,407358,(2013)
The Thing,2011,"Horror, Mystery, Sci-Fi",6.2,7,118173,(I) (2011)
Man of Steel,2013,"Action, Adventure, Sci-Fi",7,8,673056,(2013)
Need for Speed,2014,"Action, Crime, Thriller",6.4,9,159929,(2014)
Clash of the Titans,2010,"Action, Adventure, Fantasy",5.8,8,265168,(2010)
The Lord of the Rings: The Fellowship of the Ring,2001,"Action, Adventure, Drama",8.8,10,1600037,(2001)
Sphere,1998,"Action, Mystery, Sci-Fi",6.1,8,97115,(1998)
Zero Dark Thirty,2012,"Drama, History, Thriller",7.4,10,263153,(2012)
Independence Day,1996,"Action, Adventure, Sci-Fi",7,8,514736,(1996)
Heroes,2006,"Drama, Fantasy, Sci-Fi",7.5,8,224603,(II) (2006–2010)
District 9,2009,"Action, Sci-Fi, Thriller",7.9,9,625828,(2009)
Live Free or Die Hard,2007,"Action, Thriller",7.1,8,381722,(2007)
Mission: Impossible,1996,"Action, Adventure, Thriller",7.1,9,375729,(1996)
Man on a Ledge,2012,"Action, Adventure, Crime",6.6,9,142338,(2012)
The Twilight Saga: Breaking Dawn - Part 1,2011,"Adventure, Drama, Fantasy",4.9,8,217018,(2011)
24,2001,"Action, Crime, Drama",8.3,9,167299,(2001–2010)
21 Jump Street,2012,"Action, Comedy, Crime",7.2,9,497791,(2012)
The Mummy Returns,2001,"Action, Adventure, Fantasy",6.3,7,294218,(2001)
Pirates of the Caribbean: At World's End,2007,"Action, Adventure, Fantasy",7.1,8,580115,(2007)
The Bourne Supremacy,2004,"Action, Mystery, Thriller",7.7,8,423401,(2004)
The Bourne Identity,2002,"Action, Mystery, Thriller",7.9,9,494419,(2002)
Final Destination,2000,"Horror, Thriller",6.7,6,222522,(2000)
Get Smart,2008,"Action, Adventure, Comedy",6.5,8,198518,(2008)
Hellboy,2004,"Action, Fantasy, Horror",6.8,7,300743,(2004)
The Twilight Saga: Eclipse,2010,"Adventure, Drama, Fantasy",5,7,220681,(2010)
Source Code,2011,"Action, Drama, Mystery",7.5,9,472459,(2011)
Escape Plan,2013,"Action, Thriller",6.7,8,221829,(2013)
Limitless,2011,"Sci-Fi, Thriller",7.4,9,514775,(I) (2011)
Fight Club,1999,Drama,8.8,10,1785811,(1999)
Iron Man 2,2010,"Action, Adventure, Sci-Fi",7,9,698854,(2010)
Homeland,2011,"Crime, Drama, Mystery",8.3,10,300491,(2011–2020)
Die Hard,1988,"Action, Thriller",8.2,8,760125,(1988)
The Bourne Ultimatum,2007,"Action, Mystery, Thriller",8,10,594075,(2007)
Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action, Adventure, Fantasy",8,9,994494,(2003)
The Lord of the Rings: The Return of the King,2003,"Adventure, Drama, Fantasy",8.9,10,1586492,(2003)
Real Steel,2011,"Action, Drama, Family",7.1,8,291213,(2011)
American Hustle,2013,"Crime, Drama",7.2,8,436587,(2013)
X-Men: First Class,2011,"Action, Adventure, Sci-Fi",7.7,9,632290,(2011)
Schindler's List,1993,"Biography, Drama, History",8.9,10,1167003,(1993)
The Lord of the Rings: The Two Towers,2002,"Adventure, Drama, Fantasy",8.7,9,1433322,(2002)
Da Vinci's Demons,2013,"Adventure, Biography, Drama",8,9,72059,(2013–2015)
House of Cards,2013,Drama,8.7,10,451765,(2013–2018)
Suits,2011,"Comedy, Drama",8.5,9,348048,(2011–2019)
Arrow,2012,"Action, Adventure, Crime",7.6,8,399506,(2012–2020)
The Walking Dead,2010,"Drama, Horror, Thriller",8.2,10,826738,(2010– )
